event_slug,timestamp_ms,timestamp_iso,timestamp_est,event_type,price,size,size_change,side,best_bid,best_ask,is_winning_token,outcome,time_since_ticker_change_ms,ticker_changed_recently,old_tick_size,new_tick_size,market_resolved,error_message,raw_slug,condition_id,token_id
sol-5min-up-or-down-2026-02-24-17:35,1771972861230,2026-02-24 22:41:01,2026-02-24 17:41:01,bid,0.99,408572.05,408572.05,BID,0.99,N/A,false,Down,-1,false,,,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,37148764052070221211192370325781426350571582275900482688435235890223369366884
btc-5min-up-or-down-2026-02-24-17:30,1771972871165,2026-02-24 22:41:11,2026-02-24 17:41:11,market_resolved,,,,,,,false,Up,,false,,,true,,btc-updown-5m-1771972200,0x2730dddaf7b38da6dc830ee83bece8ddb1e7f8e31b47e5c211248ab8ad481126,47665546614949153684163745066813700530532013693077739381831691801950318377642
btc-5min-up-or-down-2026-02-24-17:30,1771972871166,2026-02-24 22:41:11,2026-02-24 17:41:11,market_resolved,,,,,,,true,Down,,false,,,true,,btc-updown-5m-1771972200,0x2730dddaf7b38da6dc830ee83bece8ddb1e7f8e31b47e5c211248ab8ad481126,77650804887744954942655408644757302133132275258181602233623266535751883662144
eth-5min-up-or-down-2026-02-24-17:35,1771972886922,2026-02-24 22:41:26,2026-02-24 17:41:26,bid,0.99,443713.55,443713.55,BID,0.99,N/A,false,Up,-1,false,,,false,,eth-updown-5m-1771972500,0xc2811e38b44f03996d60e6dadc025c96850a52bd9271e49e499d28fcfadeaadd,36200594155351007058130559532135103837649781521477603028381904733195911060145
sol-5min-up-or-down-2026-02-24-17:35,1771972889069,2026-02-24 22:41:29,2026-02-24 17:41:29,tick_size_change,,,,,,,false,Up,0,true,0.01,0.001,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,4063064833615301974475012126069097079413636166522774683098484195254014982136
sol-5min-up-or-down-2026-02-24-17:35,1771972890668,2026-02-24 22:41:30,2026-02-24 17:41:30,bot_trade,0.999,5.0,,BUY,,,false,Down,,false,,,false,SUCCESS | unknown,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,37148764052070221211192370325781426350571582275900482688435235890223369366884
sol-5min-up-or-down-2026-02-24-17:35,1771972890674,2026-02-24 22:41:30,2026-02-24 17:41:30,tick_size_change,,,,,,,false,Down,1605,true,0.01,0.001,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,37148764052070221211192370325781426350571582275900482688435235890223369366884
sol-5min-up-or-down-2026-02-24-17:35,1771972891044,2026-02-24 22:41:31,2026-02-24 17:41:31,tick_size_change,,,,,,,false,Up,1975,true,0.001,0.001,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,4063064833615301974475012126069097079413636166522774683098484195254014982136
sol-5min-up-or-down-2026-02-24-17:35,1771972891044,2026-02-24 22:41:31,2026-02-24 17:41:31,tick_size_change,,,,,,,false,Down,1975,true,0.001,0.001,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,37148764052070221211192370325781426350571582275900482688435235890223369366884
sol-15min-up-or-down-2026-02-24-17:30,1771973029231,2026-02-24 22:43:49,2026-02-24 17:43:49,ask,0.99,5713.84,5713.84,ASK,0.93,0.95,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
sol-15min-up-or-down-2026-02-24-17:30,1771973030343,2026-02-24 22:43:50,2026-02-24 17:43:50,ask,0.99,5772.84,59.0,ASK,0.92,0.95,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
sol-15min-up-or-down-2026-02-24-17:30,1771973031335,2026-02-24 22:43:51,2026-02-24 17:43:51,ask,0.99,8213.84,2500.0,ASK,0.95,0.97,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
sol-15min-up-or-down-2026-02-24-17:30,1771973031487,2026-02-24 22:43:51,2026-02-24 17:43:51,ask,0.99,8223.84,10.0,ASK,0.94,0.97,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
eth-15min-up-or-down-2026-02-24-17:30,1771973031659,2026-02-24 22:43:51,2026-02-24 17:43:51,ask,0.99,5842.91,5842.91,ASK,0.94,0.95,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
eth-15min-up-or-down-2026-02-24-17:30,1771973031695,2026-02-24 22:43:51,2026-02-24 17:43:51,ask,0.99,6232.91,390.0,ASK,0.95,0.96,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
eth-15min-up-or-down-2026-02-24-17:30,1771973031753,2026-02-24 22:43:51,2026-02-24 17:43:51,ask,0.99,6245.91,13.0,ASK,0.95,0.98,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
eth-5min-up-or-down-2026-02-24-17:40,1771973031754,2026-02-24 22:43:51,2026-02-24 17:43:51,ask,0.99,6310.0,6310.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
eth-15min-up-or-down-2026-02-24-17:30,1771973032074,2026-02-24 22:43:52,2026-02-24 17:43:52,ask,0.99,6378.91,133.0,ASK,0.96,0.98,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
eth-5min-up-or-down-2026-02-24-17:40,1771973032609,2026-02-24 22:43:52,2026-02-24 17:43:52,ask,0.99,6323.0,13.0,ASK,0.95,0.96,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
sol-15min-up-or-down-2026-02-24-17:30,1771973032952,2026-02-24 22:43:52,2026-02-24 17:43:52,ask,0.99,8350.84,127.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:30,1771973033204,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,6717.35,6717.35,ASK,0.92,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973033267,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,11834.4,11834.4,ASK,0.9,0.95,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973033312,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,7015.98,298.6299999999992,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973033326,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,7025.98,10.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973033333,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,7030.98,5.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
eth-5min-up-or-down-2026-02-24-17:40,1771973033406,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,6518.0,195.0,ASK,0.95,0.97,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
btc-5min-up-or-down-2026-02-24-17:40,1771973033454,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,11895.4,61.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
eth-5min-up-or-down-2026-02-24-17:40,1771973033532,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,1376.0,66.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
btc-5min-up-or-down-2026-02-24-17:40,1771973033602,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,12000.42,105.02000000000044,ASK,0.94,0.96,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-5min-up-or-down-2026-02-24-17:40,1771973033648,2026-02-24 22:43:53,2026-02-24 17:43:53,ask,0.99,12015.42,15.0,ASK,0.95,0.96,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-5min-up-or-down-2026-02-24-17:40,1771973034123,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,12174.4,264.0,ASK,0.95,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973034388,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,6732.35,10.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
eth-5min-up-or-down-2026-02-24-17:40,1771973034450,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,1435.0,59.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
eth-15min-up-or-down-2026-02-24-17:30,1771973034464,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,889.91,47.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
btc-15min-up-or-down-2026-02-24-17:30,1771973034475,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,6775.35,43.0,ASK,0.95,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973034537,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,6780.35,5.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973034602,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,11862.4,13.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
sol-15min-up-or-down-2026-02-24-17:30,1771973034632,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,5893.84,131.30000000000018,ASK,0.97,0.98,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:30,1771973034885,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,6785.35,5.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973034993,2026-02-24 22:43:54,2026-02-24 17:43:54,ask,0.99,11872.4,10.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973035117,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,7078.98,298.6299999999992,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
sol-15min-up-or-down-2026-02-24-17:30,1771973035333,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,5787.54,25.0,ASK,0.96,0.98,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:30,1771973035361,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,7088.98,10.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973035586,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,11877.65,5.25,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973035690,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,7073.98,10.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973035831,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,7193.94,119.96000000000004,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973036009,2026-02-24 22:43:55,2026-02-24 17:43:55,ask,0.99,11977.67,100.02000000000044,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-5min-up-or-down-2026-02-24-17:40,1771973036082,2026-02-24 22:43:56,2026-02-24 17:43:56,ask,0.99,12089.43,124.76000000000022,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973036186,2026-02-24 22:43:56,2026-02-24 17:43:56,ask,0.99,7545.31,740.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973036187,2026-02-24 22:43:56,2026-02-24 17:43:56,ask,0.99,12304.43,325.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
sol-15min-up-or-down-2026-02-24-17:30,1771973036888,2026-02-24 22:43:56,2026-02-24 17:43:56,ask,0.99,5782.41,80.0,ASK,0.96,0.97,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:30,1771973036889,2026-02-24 22:43:56,2026-02-24 17:43:56,ask,0.99,6890.31,5.0,ASK,0.95,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
eth-15min-up-or-down-2026-02-24-17:30,1771973036995,2026-02-24 22:43:56,2026-02-24 17:43:56,ask,0.99,922.91,80.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
btc-15min-up-or-down-2026-02-24-17:30,1771973037042,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,6890.31,100.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973037091,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7010.31,120.0,ASK,0.95,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973037158,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,11940.41,61.0,ASK,0.95,0.96,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973037161,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7203.94,293.6299999999992,ASK,0.94,0.97,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973037188,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7216.94,13.0,ASK,0.93,0.95,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973037215,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7221.94,5.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973037301,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7316.94,100.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973037327,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,11950.41,10.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973037431,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7232.94,8.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973037592,2026-02-24 22:43:57,2026-02-24 17:43:57,ask,0.99,7234.94,10.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
eth-5min-up-or-down-2026-02-24-17:40,1771973038077,2026-02-24 22:43:58,2026-02-24 17:43:58,ask,0.99,1359.48,40.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
sol-15min-up-or-down-2026-02-24-17:30,1771973039026,2026-02-24 22:43:59,2026-02-24 17:43:59,ask,0.99,5609.37,63.960000000000036,ASK,0.96,0.99,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:30,1771973039256,2026-02-24 22:43:59,2026-02-24 17:43:59,ask,0.99,7120.73,5.789999999999964,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
eth-5min-up-or-down-2026-02-24-17:40,1771973039445,2026-02-24 22:43:59,2026-02-24 17:43:59,ask,0.99,1416.0,66.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,eth-updown-5m-1771972800,0x09dce4a1bee75ca541dc4d513a185fcaf592bf227624dec44dc4ceaaab5f36a3,58512338622378114645384371761429969189632822213279196931271238032985931001015
sol-15min-up-or-down-2026-02-24-17:30,1771973039866,2026-02-24 22:43:59,2026-02-24 17:43:59,ask,0.99,5552.27,37.460000000000036,ASK,0.98,0.99,false,Down,-1,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:30,1771973040455,2026-02-24 22:44:00,2026-02-24 17:44:00,ask,0.99,7126.73,6.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-15min-up-or-down-2026-02-24-17:30,1771973040956,2026-02-24 22:44:00,2026-02-24 17:44:00,ask,0.99,6815.1,10.0,ASK,0.97,0.98,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973041373,2026-02-24 22:44:01,2026-02-24 17:44:01,ask,0.99,11854.41,25.0,ASK,0.94,0.95,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
btc-15min-up-or-down-2026-02-24-17:30,1771973041587,2026-02-24 22:44:01,2026-02-24 17:44:01,ask,0.99,6715.58,10.479999999999563,ASK,0.94,0.96,false,Down,-1,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
btc-5min-up-or-down-2026-02-24-17:40,1771973041863,2026-02-24 22:44:01,2026-02-24 17:44:01,ask,0.99,11874.4,19.98999999999978,ASK,0.92,0.95,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
eth-15min-up-or-down-2026-02-24-17:30,1771973041997,2026-02-24 22:44:01,2026-02-24 17:44:01,ask,0.99,409.35,78.98000000000002,ASK,0.98,0.99,false,Down,-1,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
btc-5min-up-or-down-2026-02-24-17:40,1771973042561,2026-02-24 22:44:02,2026-02-24 17:44:02,ask,0.99,11939.4,65.0,ASK,0.93,0.95,false,Down,-1,false,,,false,,btc-updown-5m-1771972800,0x740ed2b0788c8d710cd01e1ae76b9b9cd0ac391b793dfeec0eea3ec97f98eb08,32521410715405288652836957622097124445974563898891536588344594863864144280595
