event_slug,timestamp_ms,timestamp_iso,timestamp_est,event_type,price,size,size_change,side,best_bid,best_ask,is_winning_token,outcome,time_since_ticker_change_ms,ticker_changed_recently,old_tick_size,new_tick_size,market_resolved,error_message,raw_slug,condition_id,token_id
sol-5min-up-or-down-2026-02-24-17:35,1771972368828,2026-02-24 22:32:48,2026-02-24 17:32:48,market_open,,,,,,,false,Up,,false,,,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,4063064833615301974475012126069097079413636166522774683098484195254014982136
sol-5min-up-or-down-2026-02-24-17:35,1771972368828,2026-02-24 22:32:48,2026-02-24 17:32:48,market_open,,,,,,,false,Down,,false,,,false,,sol-updown-5m-1771972500,0xb1f142b50cc97fa926fccb434fd85931bbe255760b4e99817b8fdd82db341c40,37148764052070221211192370325781426350571582275900482688435235890223369366884
btc-15min-up-or-down-2026-02-24-17:30,1771972368982,2026-02-24 22:32:48,2026-02-24 17:32:48,market_open,,,,,,,false,Up,,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,46491854287691387329330060283415275679534672445288758507420264483561226728199
btc-15min-up-or-down-2026-02-24-17:30,1771972368983,2026-02-24 22:32:48,2026-02-24 17:32:48,market_open,,,,,,,false,Down,,false,,,false,,btc-updown-15m-1771972200,0x9cae61f350bd3b08d6cd68c740f175f960768524f7b9698055f349331aec906b,5933449562911755978189096192207725829505955781773449007635171406631489336877
eth-15min-up-or-down-2026-02-24-17:30,1771972369128,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Up,,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,13504666250297871487096398444353294671486784636776207988919273503348118812204
eth-15min-up-or-down-2026-02-24-17:30,1771972369128,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Down,,false,,,false,,eth-updown-15m-1771972200,0xf12ada678641376bbf47232fbdf6737707443e3ce418e88945f265a7d8ab38c6,67563142758092513068276550883766209483350784003291122660071918656980356245572
sol-15min-up-or-down-2026-02-24-17:30,1771972369394,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Up,,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,4457333743188629424537236744814264837724979829034552365847915667280043024332
sol-15min-up-or-down-2026-02-24-17:30,1771972369394,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Down,,false,,,false,,sol-updown-15m-1771972200,0x580a50decf55b22e421703b6cd3b569c65afadb5a8b1a3d1aaae57bd77553bca,55117872219764286117735150236621812747913699748155318839069837593093435507488
btc-15min-up-or-down-2026-02-24-17:45,1771972369566,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Up,,false,,,false,,btc-updown-15m-1771973100,0x213e64eb95521da0348132bc37584dfb2bd965e11a8662a4284d7ef6d43efca6,18215841714924760004661020819647255445077965533368352611316281176316410344512
btc-15min-up-or-down-2026-02-24-17:45,1771972369566,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Down,,false,,,false,,btc-updown-15m-1771973100,0x213e64eb95521da0348132bc37584dfb2bd965e11a8662a4284d7ef6d43efca6,43068548255016197738717578270444450313111256613201618706262090743783035296471
eth-15min-up-or-down-2026-02-24-17:45,1771972369744,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Up,,false,,,false,,eth-updown-15m-1771973100,0xa634ee373c920010381810379eb7fb5a896aaacd4de0825bcd3acc5fdf67f4d0,11370044487540994901263372410510553128655061863909063253250588855983681558462
eth-15min-up-or-down-2026-02-24-17:45,1771972369744,2026-02-24 22:32:49,2026-02-24 17:32:49,market_open,,,,,,,false,Down,,false,,,false,,eth-updown-15m-1771973100,0xa634ee373c920010381810379eb7fb5a896aaacd4de0825bcd3acc5fdf67f4d0,113739538925556814289767167655621930114392440840844748640290184141098009835712
